Cep,Rua,Complemento,Bairro,Cidade
38401-484,Rua Dezoito,,Pacaembu,Uberlândia/MG
38401-560,Rua Dezoito de Abril,,Pacaembu,Uberlândia/MG
38401-524,Rua do Caju,,Pacaembu,Uberlândia/MG
38401-546,Rua do Conde,,Pacaembu,Uberlândia/MG
38401-528,Rua do Maracujá,,Pacaembu,Uberlândia/MG
38401-538,Rua do Marmelo,,Pacaembu,Uberlândia/MG
38401-536,Rua do Morango,,Pacaembu,Uberlândia/MG
38401-540,Rua do Pêssego,,Pacaembu,Uberlândia/MG
38401-692,Rua Edise Cardoso Moreira,,Pacaembu,Uberlândia/MG
38401-496,Rua Gérson Pereira,,Pacaembu,Uberlândia/MG
38401-518,Rua José Cafelista,,Pacaembu,Uberlândia/MG
38401-494,Rua Luiz Carlos Prestes,,Pacaembu,Uberlândia/MG
38401-559,Rua Marcílio Severino Oliveira,,Pacaembu,Uberlândia/MG
38401-492,Rua Marco Antônio dos Santos,,Pacaembu,Uberlândia/MG
38401-507,Rua Maria Abrão Calil,,Pacaembu,Uberlândia/MG
38401-516,Rua Maria Augusta Machado,,Pacaembu,Uberlândia/MG
38401-529,Rua Maria Grossi Raniero,,Pacaembu,Uberlândia/MG
38401-502,Rua Maria José da Conceição,,Pacaembu,Uberlândia/MG
38401-544,Rua Ninfa Araújo,,Pacaembu,Uberlândia/MG
38401-500,Rua Orlando Grande,,Pacaembu,Uberlândia/MG
38401-482,Rua Pio Antônio de Oliveira,,Pacaembu,Uberlândia/MG
38401-566,Rua Primeiro de Janeiro,,Pacaembu,Uberlândia/MG
38401-558,Rua Primeiro de Maio,,Pacaembu,Uberlândia/MG
38401-515,Rua Quatorze de Julho,- até 464/465,CEP Pacaembu Uberlândia/MG,Uberlândia/MG
38401-570,Rua Quatorze de Julho,- de 466/467 ao fim,CEP Pacaembu Uberlândia/MG,Uberlândia/MG
38401-486,Rua Romano Cecilio,,Pacaembu,Uberlândia/MG
38401-510,Rua Rubens de Freitas,,Pacaembu,Uberlândia/MG
38401-488,Rua Sady Carnot Alves,,Pacaembu,Uberlândia/MG
38401-688,Rua Sebastião Procópio da Silva,,Pacaembu,Uberlândia/MG
38401-543,Rua Sete de Setembro,- até 535/536,CEP Pacaembu Uberlândia/MG,Uberlândia/MG
38401-568,Rua Sete de Setembro,- de 537/538 ao fim,CEP Pacaembu Uberlândia/MG,Uberlândia/MG
38401-490,Rua Severino Hermino de Azevedo,,Pacaembu,Uberlândia/MG
38401-499,Rua Simão Pedro,,Pacaembu,Uberlândia/MG
38401-514,Rua Tonico Carrijo,,Pacaembu,Uberlândia/MG
38401-564,Rua Vinte e Cinco de Dezembro,,Pacaembu,Uberlândia/MG
38401-574,Rua Vinte e Um de Abril,,Pacaembu,Uberlândia/MG
38401-512,Rua Virgilina Laudelina Martins,,Pacaembu,Uberlândia/MG
38401-506,Rua Wilson Pantaleão de Oliveira,,Pacaembu,Uberlândia/MG
38408-660,Avenida João Mendes,,Pampulha,Uberlândia/MG
38408-663,Avenida João Naves de Ávila,- de 4940 a 6202 - lado par,Pampulha,Uberlândia/MG
38408-659,Praça São Lucas,,Pampulha,Uberlândia/MG
38408-678,Rua Adamastor Leocádio,,Pampulha,Uberlândia/MG
38408-676,Rua Amoroso Costa,,Pampulha,Uberlândia/MG
38408-642,Rua Barão de Ouro Preto,,Pampulha,Uberlândia/MG
38408-640,Rua Barão de Penedo,,Pampulha,Uberlândia/MG
38408-646,Rua Bernardo de Vasconcelos,,Pampulha,Uberlândia/MG
38408-670,Rua Brigadeiro Luiz Antunes,,Pampulha,Uberlândia/MG
38408-652,Rua Carvalho de Mendonça,,Pampulha,Uberlândia/MG
38408-644,Rua Clemente Pereira,,Pampulha,Uberlândia/MG
38408-672,Rua Conselheiro Lafaiete,,Pampulha,Uberlândia/MG
38408-658,Rua Davi Silva,,Pampulha,Uberlândia/MG
38408-668,Rua João Ramalho,,Pampulha,Uberlândia/MG
38408-664,Rua José Zacarias Júnior,,Pampulha,Uberlândia/MG
38408-656,Rua Juracy Junqueira Rezende,,Pampulha,Uberlândia/MG
38408-648,Rua Leopoldo Bulhões,,Pampulha,Uberlândia/MG
38408-674,Rua Marconi,,Pampulha,Uberlândia/MG
38408-662,Rua Olavo Chrysostomo de Castro,,Pampulha,Uberlândia/MG
38408-650,Rua Oliveira Lima,,Pampulha,Uberlândia/MG
38408-654,Rua Oliveira Viana,,Pampulha,Uberlândia/MG
38408-638,Rua Professor Inácio Castilho,,Pampulha,Uberlândia/MG
38408-666,Rua Saldanha Marinho,,Pampulha,Uberlândia/MG
38413-655,Avenida das Mussaendras,,Panorama,Uberlândia/MG
38413-612,Avenida dos Lírios Amarelos,- de 676 a 980 - lado par,CEP Panorama Uberlândia/MG,Uberlândia/MG
38413-628,Avenida dos Lírios Amarelos,- de 677 a 955 - lado ímpar,CEP Panorama Uberlândia/MG,Uberlândia/MG
38412-596,Rodovia MG-900,- de 1999 ao fim - lado ímpar,Panorama,Uberlândia/MG
38412-615,Rua Camélias,- até 569/570,CEP Panorama Uberlândia/MG,Uberlândia/MG
38413-614,Rua Camélias,- de 571/572 ao fim,CEP Panorama Uberlândia/MG,Uberlândia/MG
38412-597,Rua Catuaba,,Panorama,Uberlândia/MG
38413-618,Rua da Bela-emíla,,Panorama,Uberlândia/MG
38413-606,Rua da Espirradeira,,Panorama,Uberlândia/MG
38413-677,Rua da Estrelítzia,,Panorama,Uberlândia/MG
38413-639,Rua da Flôr da Terra,,Panorama,Uberlândia/MG
38413-649,Rua da Flôr de Cêra,,Panorama,Uberlândia/MG
38413-651,Rua da Lanterninha Japonesa,,Panorama,Uberlândia/MG
38413-647,Rua da Sálvia,,Panorama,Uberlândia/MG
38413-643,Rua das Açucenas,,Panorama,Uberlândia/MG
38412-616,Rua das Azaléias,,Panorama,Uberlândia/MG
38413-659,Rua das Caliandras,,Panorama,Uberlândia/MG
38413-633,Rua das Clivias,,Panorama,Uberlândia/MG
38413-631,Rua das Columéias,,Panorama,Uberlândia/MG
38413-661,Rua das Dálias,,Panorama,Uberlândia/MG
38413-626,Rua das Durantas,,Panorama,Uberlândia/MG
38413-610,Rua das Erícas,,Panorama,Uberlândia/MG
38413-663,Rua das Estefânias,,Panorama,Uberlândia/MG
38413-669,Rua das Grevíleas,,Panorama,Uberlândia/MG
38413-657,Rua das Madressilvas,,Panorama,Uberlândia/MG
38412-618,Rua das Margaridas,,Panorama,Uberlândia/MG
38412-612,Rua das Orquídeas,,Panorama,Uberlândia/MG
38412-118,Rua das Paineiras,,CEP Cidade Jardim Uberlândia/MG,Uberlândia/MG
38412-600,Rua das Paineiras,,CEP Chácara Panorama Uberlândia/MG,Uberlândia/MG
38413-600,Rua das Paineiras,- até 355/356,CEP Panorama Uberlândia/MG,Uberlândia/MG
38413-637,Rua das Paineiras,- de 357/358 ao fim,CEP Panorama Uberlândia/MG,Uberlândia/MG
38412-594,Rua das Palmeiras,,Panorama,Uberlândia/MG
38412-592,Rua das Perobas,,Panorama,Uberlândia/MG
38413-671,Rua das Prímulas,,Panorama,Uberlândia/MG
38412-134,Rua das Rosas,,CEP Cidade Jardim Uberlândia/MG,Uberlândia/MG
38412-614,Rua das Rosas,- até 797/798,CEP Panorama Uberlândia/MG,Uberlândia/MG
38413-605,Rua das Rosas,- de 799/800 ao fim,CEP Panorama Uberlândia/MG,Uberlândia/MG
38413-673,Rua das Sempre-Vivas,,Panorama,Uberlândia/MG
38412-495,Rua das Sucupiras,,Panorama,Uberlândia/MG
38412-598,Rua das Violetas,,Panorama,Uberlândia/MG
38413-641,Rua do Amor Agarradinho,,Panorama,Uberlândia/MG
38413-604,Rua do Amor-perfeito,,Panorama,Uberlândia/MG
38413-675,Rua do Calistemon,,Panorama,Uberlândia/MG
38413-602,Rua do Malvavisco,,Panorama,Uberlândia/MG
38413-616,Rua do Secundino Olympio da Cunha,,Panorama,Uberlândia/MG
38413-624,Rua dos Agapantos,,Panorama,Uberlândia/MG
38413-622,Rua dos Brincos-de-Princesa,,Panorama,Uberlândia/MG
38412-602,Rua dos Ceamitas,,Panorama,Uberlândia/MG
38412-620,Rua dos Ipês,,Panorama,Uberlândia/MG
38412-606,Rua dos Pinheiros,,Panorama,Uberlândia/MG
38413-665,Rua dos Resedas,,Panorama,Uberlândia/MG
38413-653,Rua dos Sininhos,,Panorama,Uberlândia/MG
38412-603,Rua Erva-Mate,,Panorama,Uberlândia/MG
38412-608,Rua Espatódia,,Panorama,Uberlândia/MG
38412-610,Rua Flamboyant,,Panorama,Uberlândia/MG
38412-601,Rua Guanandi,,Panorama,Uberlândia/MG
38412-613,Rua Hortências,,Panorama,Uberlândia/MG
38413-620,Rua Ixora,,Panorama,Uberlândia/MG
38412-619,Rua João Vaz Ferreira,(Chácara Rancho Alegre),Panorama,Uberlândia/MG
38412-599,Rua Samanea,,Panorama,Uberlândia/MG
38412-604,Rua Sibipiruna,,Panorama,Uberlândia/MG
38412-595,Rua Umbuzeiro,,Panorama,Uberlândia/MG
38412-798,Avenida Panamá,,Parque das Américas,Uberlândia/MG
38412-792,Córrego da Laranja,,Parque das Américas,Uberlândia/MG
38412-796,Praça Guatemala,,Parque das Américas,Uberlândia/MG
38412-804,Rua Aimorés,,Parque das Américas,Uberlândia/MG
38412-786,Rua Argentina,,Parque das Américas,Uberlândia/MG
38412-788,Rua Bolivia,,Parque das Américas,Uberlândia/MG
38412-790,Rua Buenos Aries,,Parque das Américas,Uberlândia/MG
38412-794,Rua Equador,,Parque das Américas,Uberlândia/MG
38412-800,Rua Paraguai,,Parque das Américas,Uberlândia/MG
38412-802,Rua Portugal,,Parque das Américas,Uberlândia/MG
38412-806,Rua Uruguai,,Parque das Américas,Uberlândia/MG
38436-318,Avenida Andorinhas,,Parque das Andorinhas,Uberlândia/MG
38436-322,Avenida Marimbondos,,Parque das Andorinhas,Uberlândia/MG
38436-316,Avenida Pau Furado,,Parque das Andorinhas,Uberlândia/MG
38436-320,Rua Dois,,Parque das Andorinhas,Uberlândia/MG
38436-324,Rua Leandro Caetano de Almeida,,Parque das Andorinhas,Uberlândia/MG
38410-639,Rua Edson Bolinha Cury,,Parque Primavera,Uberlândia/MG
38410-440,Rua Dez,,Parque São Jorge I,Uberlândia/MG
38410-422,Rua Joseph Smith,,Parque São Jorge I,Uberlândia/MG
38410-438,Rua Nove,,Parque São Jorge I,Uberlândia/MG
38410-436,Rua Oito,,Parque São Jorge I,Uberlândia/MG
38410-428,Rua Quatro,,Parque São Jorge I,Uberlândia/MG
38410-432,Rua Seis,,Parque São Jorge I,Uberlândia/MG
38410-434,Rua Sete,,Parque São Jorge I,Uberlândia/MG
38410-174,Rua SJ-18,,Parque São Jorge I,Uberlândia/MG
38410-426,Rua Três,,Parque São Jorge I,Uberlândia/MG
38410-450,Rua Dezesseis,,Parque São Jorge III,Uberlândia/MG
38411-044,Avenida dos Municípios,- de 224/225 ao fim,Patrimônio,Uberlândia/MG
38411-108,Avenida Francisco Galassi,- lado par,Patrimônio,Uberlândia/MG
38411-040,Avenida Hermes Fonseca Carneiro,- de 194/195 ao fim,Patrimônio,Uberlândia/MG
38411-247,Avenida Liberdade,- até 955/956,Patrimônio,Uberlândia/MG
38411-102,Avenida Oscarina Cunha Chaves,,Patrimônio,Uberlândia/MG
38411-045,Avenida Rondon Pacheco,- lado par,Patrimônio,Uberlândia/MG
38411-054,Praça Canto Maior dos Palmares,,Patrimônio,Uberlândia/MG
38411-076,Praça Primo Crosara,,Patrimônio,Uberlândia/MG
38411-074,Praça Sebastião José Naves,,Patrimônio,Uberlândia/MG
38411-098,Rua Andaraí,,Patrimônio,Uberlândia/MG
38411-078,Rua Arpoador,,Patrimônio,Uberlândia/MG
38411-050,Rua Botafogo,- de 300/301 ao fim,Patrimônio,Uberlândia/MG
38411-058,Rua Caciporé,,Patrimônio,Uberlândia/MG
38411-056,Rua Caravelas,,Patrimônio,Uberlândia/MG
38411-092,Rua Corcovado,,Patrimônio,Uberlândia/MG
38411-046,Rua da Carioca,- de 319/320 a 1298/1299,Patrimônio,Uberlândia/MG
38411-036,Rua Felisberto Carrijo,- de 1393/1394 ao fim,Patrimônio,Uberlândia/MG
38411-072,Rua Flamengo,,Patrimônio,Uberlândia/MG
38411-100,Rua Glória,,Patrimônio,Uberlândia/MG
38411-086,Rua Grajaú,,Patrimônio,Uberlândia/MG
38411-048,Rua Icaraí,- de 220/221 ao fim,Patrimônio,Uberlândia/MG
38411-038,Rua Ipanema,,Patrimônio,Uberlândia/MG
38411-088,Rua Irajá,,Patrimônio,Uberlândia/MG
38411-028,Rua Jerônima Reis da Silva,,Patrimônio,Uberlândia/MG
38411-032,Rua José Custódio Pereira,,Patrimônio,Uberlândia/MG
38411-030,Rua José Humberto Alves,,Patrimônio,Uberlândia/MG
38411-034,Rua José Serafim de Oliveira,,Patrimônio,Uberlândia/MG
38411-096,Rua Madureira,,Patrimônio,Uberlândia/MG
38411-033,Rua Pão de Açucar,,Patrimônio,Uberlândia/MG
38411-047,Rua Penha,(Setor Omega),Patrimônio,Uberlândia/MG
38411-026,Rua Professor José Rodrigues da Silva,,Patrimônio,Uberlândia/MG
38411-080,Rua Realengo,,Patrimônio,Uberlândia/MG
38411-094,Rua São Conrado,,Patrimônio,Uberlândia/MG
38411-090,Rua Sapucaí,,Patrimônio,Uberlândia/MG
38411-066,Rua Tenente Rafael de Freitas,,Patrimônio,Uberlândia/MG
38411-042,Rua Tijuca,- de 101/102 ao fim,Patrimônio,Uberlândia/MG
38411-070,Rua Triângulo Mineiro,,Patrimônio,Uberlândia/MG
38411-084,Rua Urca,,Patrimônio,Uberlândia/MG
38411-055,Rua Vidigal,,Patrimônio,Uberlândia/MG
38411-068,Rua Vinte e Nove de Outubro,,Patrimônio,Uberlândia/MG
38411-082,Travessa Caiçara,,Patrimônio,Uberlândia/MG
38411-062,Travessa Guarujá,,Patrimônio,Uberlândia/MG
38411-064,Travessa Matteo Cinque,,Patrimônio,Uberlândia/MG
38411-060,Travessa Uberabinha,,Patrimônio,Uberlândia/MG
38413-146,Avenida Imbaúba,- de 521 a 1779 - lado ímpar,Planalto,Uberlândia/MG
38413-111,Avenida Indaiá,,Planalto,Uberlândia/MG
38413-237,Avenida K,,Planalto,Uberlândia/MG
38413-158,Avenida L,,Planalto,Uberlândia/MG
38413-186,Avenida Planalto,,Planalto,Uberlândia/MG
38413-213,Rua Antônio Vicente Ferreira,,Planalto,Uberlândia/MG
38413-192,Rua da Costureira,,Planalto,Uberlândia/MG
38413-168,Rua da Doméstica,,Planalto,Uberlândia/MG
38413-150,Rua da Secretária,,Planalto,Uberlândia/MG
38413-161,Rua Dezesseis,,Planalto,Uberlândia/MG
38413-163,Rua Dezessete,,Planalto,Uberlândia/MG
38413-228,Rua do Atleta,,Planalto,Uberlândia/MG
38413-147,Rua do Bancário,,Planalto,Uberlândia/MG
38413-222,Rua do Borracheiro,,Planalto,Uberlândia/MG
38413-189,Rua do Cabeleireiro,,Planalto,Uberlândia/MG
38413-177,Rua do Carpinteiro,,Planalto,Uberlândia/MG
38413-195,Rua do Carteiro,,Planalto,Uberlândia/MG
38413-204,Rua do Cinegrafista,,Planalto,Uberlândia/MG
38413-144,Rua do Economista,,Planalto,Uberlândia/MG
38413-155,Rua do Encanador,,Planalto,Uberlândia/MG
38413-165,Rua do Engenheiro,,Planalto,Uberlândia/MG
38413-171,Rua do Estudante,,Planalto,Uberlândia/MG
38413-153,Rua do Feirante,,Planalto,Uberlândia/MG
38413-207,Rua do Fotógrafo,,Planalto,Uberlândia/MG
38413-180,Rua do Funcionário Público,,Planalto,Uberlândia/MG
38413-219,Rua do Jardineiro,,Planalto,Uberlândia/MG
38413-231,Rua do Jornalista,,Planalto,Uberlândia/MG
38413-201,Rua do Marceneiro,,Planalto,Uberlândia/MG
38413-162,Rua do Mecânico,,Planalto,Uberlândia/MG
38413-198,Rua do Pintor,,Planalto,Uberlândia/MG
38413-159,Rua do Radialista,,Planalto,Uberlândia/MG
38413-157,Rua do Ruralista,,Planalto,Uberlândia/MG
38413-174,Rua do Sapateiro,,Planalto,Uberlândia/MG
38413-183,Rua do Veterinário,,Planalto,Uberlândia/MG
38413-154,Rua do Viajante Comercial,,Planalto,Uberlândia/MG
38413-216,Rua Jorge Cauhy,,Planalto,Uberlândia/MG
38413-225,Rua José de Paula Galvão,,Planalto,Uberlândia/MG
38413-210,Rua José Lima Wanderley,,Planalto,Uberlândia/MG
38413-240,Rua Office-Boy,,Planalto,Uberlândia/MG
38413-243,Rua Onofre Pereira dos Santos,,Planalto,Uberlândia/MG
38413-160,Rua Quinze,,Planalto,Uberlândia/MG
38413-164,Rua Vinte,,Planalto,Uberlândia/MG
38413-187,Rua Vinte e Um,,Planalto,Uberlândia/MG
38413-234,Rua Wolney Ribeiro dos Santos,,Planalto,Uberlândia/MG
38413-156,Rua Yá Nasso,,Planalto,Uberlândia/MG
38413-246,Trevo Ivo Alves Pereira,,Planalto,Uberlândia/MG
38401-100,Avenida Atlântica,,Presidente Roosevelt,Uberlândia/MG
38401-048,Avenida Cesário Crosara,- até 3937/3938,CEP Presidente Roosevelt Uberlândia/MG,Uberlândia/MG
38401-119,Avenida Cesário Crosara,- de 1 a 3845 - lado ímpar,CEP Presidente Roosevelt Uberlândia/MG,Uberlândia/MG
38401-188,Avenida Cesário Crosara,- de 3939/3940 ao fim,CEP Presidente Roosevelt Uberlândia/MG,Uberlândia/MG
38401-483,Avenida Cesario Crosara,,CEP Pacaembu Uberlândia/MG,Uberlândia/MG
38401-195,Avenida Cleanto Vieira Gonçalves,- até 695 - lado ímpar,CEP Presidente Roosevelt Uberlândia/MG,Uberlândia/MG
38401-223,Avenida Cleanto Vieira Gonçalves,- até 296 - lado par,CEP Presidente Roosevelt Uberlândia/MG,Uberlândia/MG
38401-545,Avenida Cleanto Vieira Gonçalves,- de 705 a 1685 - lado ímpar,CEP Pacaembu Uberlândia/MG,Uberlândia/MG
38401-576,Avenida Cleanto Vieira Gonçalves,- de 1695 ao fim - lado ímpar,CEP Pacaembu Uberlândia/MG,Uberlândia/MG
38401-721,Avenida Cleanto Vieira Gonçalves,- de 500 ao fim - lado par,CEP Santa Rosa Uberlândia/MG,Uberlândia/MG
38401-127,Avenida Constelação,,Presidente Roosevelt,Uberlândia/MG
38401-302,Avenida Equador,,Presidente Roosevelt,Uberlândia/MG
38401-144,Avenida Haiti,,Presidente Roosevelt,Uberlândia/MG
38401-016,Avenida João Bernardes de Souza,,Presidente Roosevelt,Uberlândia/MG
38401-080,Avenida Moacir Lopes de Carvalho,,Presidente Roosevelt,Uberlândia/MG
38401-098,Avenida Morun Bernardino,,Presidente Roosevelt,Uberlândia/MG
38401-172,Avenida Olívia de Freitas Guimarães,,Presidente Roosevelt,Uberlândia/MG
38401-146,Avenida Paraguai,,Presidente Roosevelt,Uberlândia/MG
38401-117,Avenida Paulo Roberto Cunha Santos,,Presidente Roosevelt,Uberlândia/MG
38401-156,Avenida Peru,,Presidente Roosevelt,Uberlândia/MG
38401-018,Avenida Rodrigo Pereira Júnior,,Presidente Roosevelt,Uberlândia/MG
38401-034,Avenida Tufi Mameri,,Presidente Roosevelt,Uberlândia/MG
38401-106,Praça César Lathes,,Presidente Roosevelt,Uberlândia/MG
38401-081,Praça Clarinda de Freitas,,Presidente Roosevelt,Uberlândia/MG
38401-075,Praça Geraldo Braga dos Santos,,Presidente Roosevelt,Uberlândia/MG
38401-124,Praça Guilherme de Freitas Paraíso,,Presidente Roosevelt,Uberlândia/MG
38401-077,Praça Jaime Testa,,Presidente Roosevelt,Uberlândia/MG
38401-000,Praça João Jorge Coury,,Presidente Roosevelt,Uberlândia/MG
38401-830,Praça Largo das Rosas,,Presidente Roosevelt,Uberlândia/MG
38401-832,Praça Largo dos Lírios,,Presidente Roosevelt,Uberlândia/MG
